race_id,driver_id,constructor_id,positionOrder
1071,849,3,16
1071,853,210,17
1071,854,210,18
1071,817,1,19
1071,840,117,20
1072,1,131,1
1072,830,9,2
1072,822,131,3
1072,839,214,4
1072,817,1,5
1072,842,213,6
1072,844,6,7
1072,832,6,8
1072,841,51,9
1072,846,1,10
1072,840,117,11
1072,849,3,12
1072,4,214,13
1072,852,213,14
1072,8,51,15
1072,20,117,16
1072,815,9,17
1072,853,210,18
1072,847,3,19
1072,854,210,20
1073,830,9,1
1073,1,131,2
1073,832,6,3
1073,852,213,4
1073,842,213,5
1073,822,131,6
1073,846,1,7
1073,4,214,8
1073,839,214,9
1073,844,6,10
1073,20,117,11
1073,817,1,12
1073,840,117,13
1073,854,210,14
1073,815,9,15
1073,849,3,16
1073,841,51,17
1073,847,3,18
1073,8,51,19
